"","id","observed_on_string","observed_on","time_observed_at","user_login","quality_grade","url","image_url","description","latitude","longitude","place_county_name","place_state_name","scientific_name","common_name","iconic_taxon_name","taxon_id","kingdom","phylum","class","order","family","genus","species","date","time","month"
"152",70208663,"Fri Feb 26 2021 13:52:42 GMT-0500 (EST)","2/26/21","18:52:42","danweiss15","research","https://www.inaturalist.org/observations/70208663","https://inaturalist-open-data.s3.amazonaws.com/photos/114087042/medium.jpg","",39.53714667,-74.26325333,"Ocean","New Jersey","Ensis leei","Atlantic Jackknife","Mollusca",765132,"Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis","Ensis leei",2021-02-26,18:52:42,2
"153",70214651,"Fri Feb 26 2021 14:13:45 GMT-0500 (EST)","2/26/21","19:13:45","savannahb21","research","https://www.inaturalist.org/observations/70214651","https://inaturalist-open-data.s3.amazonaws.com/photos/114098618/medium.jpg","Hollies next to the canal trail ",39.54098833,-75.758295,"New Castle","Delaware","Ilex opaca","American holly","Plantae",60749,"Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex","Ilex opaca",2021-02-26,19:13:45,2
"154",70217579,"Fri Feb 26 2021 14:17:34 GMT-0500 (EST)","2/26/21","19:17:34","savannahb21","research","https://www.inaturalist.org/observations/70217579","https://inaturalist-open-data.s3.amazonaws.com/photos/114103952/medium.jpg","Pine tree next to the canal 
Starting to grow back it’s pine cones ",39.54123667,-75.75704167,"New Castle","Delaware","Pinus virginiana","Virginia pine","Plantae",49395,"Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus virginiana",2021-02-26,19:17:34,2
"155",70217607,"Fri Feb 26 2021 14:18:52 GMT-0500 (EST)","2/26/21","19:18:52","savannahb21","research","https://www.inaturalist.org/observations/70217607","https://inaturalist-open-data.s3.amazonaws.com/photos/114104016/medium.jpg","Red moss growing next to the canal",39.54117,-75.75669167,"New Castle","Delaware","Ceratodon purpureus","Redshank","Plantae",123117,"Plantae","Bryophyta","Bryopsida","Dicranales","Ditrichaceae","Ceratodon","Ceratodon purpureus",2021-02-26,19:18:52,2
"156",70325333,"Sun Feb 28 2021 11:01:04 GMT-0500 (EST)","2/28/21","16:01:04","melissalaurino","research","https://www.inaturalist.org/observations/70325333","https://inaturalist-open-data.s3.amazonaws.com/photos/114301674/medium.jpg","",39.49043667,-74.52950333,"Atlantic","New Jersey","Fuscopolistes","fuscatus-group Paper Wasps","Insecta",789379,"Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","Polistes","",2021-02-28,16:01:04,2
"157",70334483,"Sun Feb 28 2021 12:59:38 GMT-0500 (EST)","2/28/21","17:59:38","danweiss15","research","https://www.inaturalist.org/observations/70334483","https://inaturalist-open-data.s3.amazonaws.com/photos/114318250/medium.jpg","",39.56672,-74.24535333,"Ocean","New Jersey","Larus argentatus","Herring Gull","Aves",204533,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus argentatus",2021-02-28,17:59:38,2
"158",70367513,"Sat Feb 27 2021 17:04:39 GMT-0500 (EST)","2/27/21","22:04:39","neillm527","research","https://www.inaturalist.org/observations/70367513","https://inaturalist-open-data.s3.amazonaws.com/photos/114641872/medium.jpg","",39.38440333,-74.604645,"Atlantic","New Jersey","Cardinalis cardinalis","Northern Cardinal","Aves",9083,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Cardinalis","Cardinalis cardinalis",2021-02-27,22:04:39,2
"159",70401116,"2/22/21","2/22/21",NA,"juliarobinson","research","https://www.inaturalist.org/observations/70401116","https://inaturalist-open-data.s3.amazonaws.com/photos/114441650/medium.jpeg","",39.6862263,-74.995168,"Gloucester","New Jersey","Branta canadensis","Canada Goose","Aves",7089,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis",2021-02-22,NA,2
"160",70413996,"Mon Mar 01 2021 12:10:29 GMT-0500 (EST)","3/1/21","17:10:29","savannahb21","research","https://www.inaturalist.org/observations/70413996","https://inaturalist-open-data.s3.amazonaws.com/photos/114465226/medium.jpg","Black crows sitting next to the water ",39.57964667,-75.58722,"New Castle","Delaware","Corvus brachyrhynchos","American Crow","Aves",8021,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus brachyrhynchos",2021-03-01,17:10:29,3
"161",70442851,"Tue Mar 02 2021 06:59:12 GMT-0500 (EST)","3/2/21","11:59:12","melissalaurino","research","https://www.inaturalist.org/observations/70442851","https://inaturalist-open-data.s3.amazonaws.com/photos/114521163/medium.jpg","",39.00149515,-74.95291652,"Cape May","New Jersey","Lepisma saccharinum","Common Silverfish","Insecta",1445691,"Animalia","Arthropoda","Insecta","Zygentoma","Lepismatidae","Lepisma","Lepisma saccharinum",2021-03-02,11:59:12,3
"162",70466802,"Tue Mar 02 2021 16:11:54 GMT-0500 (EST)","3/2/21","21:11:54","danweiss15","research","https://www.inaturalist.org/observations/70466802","https://inaturalist-open-data.s3.amazonaws.com/photos/114564677/medium.jpg","",39.53730833,-74.26354167,"Ocean","New Jersey","Cancer irroratus","Atlantic Rock Crab","Animalia",53739,"Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",2021-03-02,21:11:54,3
"163",70466858,"Tue Mar 02 2021 16:00:08 GMT-0500 (EST)","3/2/21","21:00:08","danweiss15","research","https://www.inaturalist.org/observations/70466858","https://inaturalist-open-data.s3.amazonaws.com/photos/114564807/medium.jpg","",39.53591167,-74.26486167,"Ocean","New Jersey","Codium fragile","Dead Man's Fingers","Plantae",67555,"Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae","Codium","Codium fragile",2021-03-02,21:00:08,3
"164",70466888,"Tue Mar 02 2021 15:59:57 GMT-0500 (EST)","3/2/21","01:59:57","danweiss15","research","https://www.inaturalist.org/observations/70466888","https://inaturalist-open-data.s3.amazonaws.com/photos/114564935/medium.jpg","",39.53573667,-74.26345,"Ocean","New Jersey","Limulus polyphemus","Atlantic Horseshoe Crab","Animalia",48302,"Animalia","Arthropoda","Merostomata","Xiphosurida","Limulidae","Limulus","Limulus polyphemus",2021-03-02,01:59:57,3
"165",70466948,"Tue Mar 02 2021 16:05:54 GMT-0500 (EST)","3/2/21","21:05:54","danweiss15","research","https://www.inaturalist.org/observations/70466948","https://inaturalist-open-data.s3.amazonaws.com/photos/114564975/medium.jpg","",39.536245,-74.26394667,"Ocean","New Jersey","Branta bernicla","Brant","Aves",7087,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta bernicla",2021-03-02,21:05:54,3
"166",70467036,"Tue Mar 02 2021 16:02:11 GMT-0500 (EST)","3/2/21","21:02:11","danweiss15","research","https://www.inaturalist.org/observations/70467036","https://inaturalist-open-data.s3.amazonaws.com/photos/114565139/medium.jpg","",39.53582381,-74.26407253,"Ocean","New Jersey","Mercenaria mercenaria","Northern Quahog","Mollusca",125758,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Mercenaria","Mercenaria mercenaria",2021-03-02,21:02:11,3
"167",70497297,"Sat Feb 27 2021 16:52:56 GMT-0500 (EST)","2/27/21","21:52:56","sarahrecalde","research","https://www.inaturalist.org/observations/70497297","https://inaturalist-open-data.s3.amazonaws.com/photos/114619878/medium.jpg","",39.77423833,-75.03986383,"Camden","New Jersey","Cardinalis cardinalis","Northern Cardinal","Aves",9083,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Cardinalis","Cardinalis cardinalis",2021-02-27,21:52:56,2
"168",70497314,"Fri Feb 26 2021 16:41:18 GMT-0500 (EST)","2/26/21","21:41:18","sarahrecalde","research","https://www.inaturalist.org/observations/70497314","https://inaturalist-open-data.s3.amazonaws.com/photos/114619948/medium.jpg","",39.90570833,-74.99828333,"Camden","New Jersey","Branta canadensis","Canada Goose","Aves",7089,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis",2021-02-26,21:41:18,2
"169",70497336,"Fri Feb 26 2021 16:42:41 GMT-0500 (EST)","2/26/21","21:42:41","sarahrecalde","research","https://www.inaturalist.org/observations/70497336","https://inaturalist-open-data.s3.amazonaws.com/photos/114619984/medium.jpg","",39.90569667,-74.998445,"Camden","New Jersey","Turdus migratorius","American Robin","Aves",12727,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",2021-02-26,21:42:41,2
"170",70521392,"Wed Mar 03 2021 16:11:28 GMT-0500 (EST)","3/3/21","21:11:28","kayla424","research","https://www.inaturalist.org/observations/70521392","https://inaturalist-open-data.s3.amazonaws.com/photos/114791020/medium.jpg","",40.70726033,-74.07385966,"Hudson","New Jersey","Sciurus carolinensis","Eastern Gray Squirrel","Mammalia",46017,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus carolinensis",2021-03-03,21:11:28,3
"171",70531208,"Wed Mar 03 2021 16:19:06 GMT-0500 (EST)","3/3/21","21:19:06","melissalaurino","research","https://www.inaturalist.org/observations/70531208","https://inaturalist-open-data.s3.amazonaws.com/photos/114680245/medium.jpg","",40.0407445,-74.0867695,"Ocean","New Jersey","Dicranum scoparium","Broom Forkmoss","Plantae",123134,"Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","Dicranum","Dicranum scoparium",2021-03-03,21:19:06,3
"172",70531220,"Wed Mar 03 2021 16:19:12 GMT-0500 (EST)","3/3/21","21:19:12","melissalaurino","research","https://www.inaturalist.org/observations/70531220","https://inaturalist-open-data.s3.amazonaws.com/photos/114680280/medium.jpg","",40.04076383,-74.0867305,"Ocean","New Jersey","Gaultheria procumbens","Eastern Teaberry","Plantae",62376,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria","Gaultheria procumbens",2021-03-03,21:19:12,3
"173",70531294,"Wed Mar 03 2021 16:21:11 GMT-0500 (EST)","3/3/21","21:21:11","melissalaurino","research","https://www.inaturalist.org/observations/70531294","https://inaturalist-open-data.s3.amazonaws.com/photos/114680455/medium.jpg","Growing on the branch of a fallen Oak",40.04034167,-74.08584717,"Ocean","New Jersey","Hydnoporia olivacea","brown-toothed crust fungus","Fungi",1038656,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hydnoporia","Hydnoporia olivacea",2021-03-03,21:21:11,3
"174",70563113,"Thu Mar 04 2021 09:20:36 GMT-0500 (EST)","3/4/21","19:20:36","kimmyliput","research","https://www.inaturalist.org/observations/70563113","https://inaturalist-open-data.s3.amazonaws.com/photos/114738465/medium.jpg","",39.95712167,-74.15412783,"Ocean","New Jersey","Dryobates pubescens","Downy Woodpecker","Aves",792988,"Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Dryobates pubescens",2021-03-04,19:20:36,3
"175",70568875,"Thu Mar 04 2021 12:34:54 GMT-0500 (EST)","3/4/21","17:34:54","melissalaurino","research","https://www.inaturalist.org/observations/70568875","https://inaturalist-open-data.s3.amazonaws.com/photos/114749688/medium.jpg","",38.932495,-74.96542167,"Cape May","New Jersey","Busycon carica","Knobbed Whelk","Mollusca",208724,"Animalia","Mollusca","Gastropoda","Neogastropoda","Busyconidae","Busycon","Busycon carica",2021-03-04,17:34:54,3
"176",70568944,"Thu Mar 04 2021 12:33:47 GMT-0500 (EST)","3/4/21","17:33:47","melissalaurino","research","https://www.inaturalist.org/observations/70568944","https://inaturalist-open-data.s3.amazonaws.com/photos/114749795/medium.jpg","Dead along ocean beach front being eaten by gulls.",38.93242167,-74.96604167,"Cape May","New Jersey","Sylvilagus floridanus","Eastern Cottontail","Mammalia",43111,"Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus floridanus",2021-03-04,17:33:47,3
"177",70569378,"2021/03/04 1:16 PM EST","3/4/21","18:16:00","melissalaurino","research","https://www.inaturalist.org/observations/70569378","https://inaturalist-open-data.s3.amazonaws.com/photos/114750220/medium.png","Only one - with hundreds of Canada Geese and Mallards",38.94957876,-74.93544418,"Cape May","New Jersey","Anser albifrons","Greater White-fronted Goose","Aves",7019,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Anser albifrons",2021-03-04,18:16:00,3
"178",70570030,"2021/03/04 12:58 PM EST","3/4/21","17:58:00","melissalaurino","research","https://www.inaturalist.org/observations/70570030","https://inaturalist-open-data.s3.amazonaws.com/photos/114750670/medium.jpeg","",38.9340825,-74.96169073,"Cape May","New Jersey","Cardinalis cardinalis","Northern Cardinal","Aves",9083,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Cardinalis","Cardinalis cardinalis",2021-03-04,17:58:00,3
"179",70570032,"2021/03/04 12:50 PM EST","3/4/21","17:50:00","melissalaurino","research","https://www.inaturalist.org/observations/70570032","https://inaturalist-open-data.s3.amazonaws.com/photos/114750888/medium.jpeg","",38.93406358,-74.96178377,"Cape May","New Jersey","Cardinalis cardinalis","Northern Cardinal","Aves",9083,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Cardinalis","Cardinalis cardinalis",2021-03-04,17:50:00,3
"180",70570033,"2021/03/04 12:49 PM EST","3/4/21","17:49:00","melissalaurino","research","https://www.inaturalist.org/observations/70570033","https://inaturalist-open-data.s3.amazonaws.com/photos/114751009/medium.jpeg","",38.93406636,-74.96174936,"Cape May","New Jersey","Zonotrichia albicollis","White-throated Sparrow","Aves",9184,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia albicollis",2021-03-04,17:49:00,3
"181",70570034,"2021/03/04 12:49 PM EST","3/4/21","17:49:00","melissalaurino","research","https://www.inaturalist.org/observations/70570034","https://inaturalist-open-data.s3.amazonaws.com/photos/114751069/medium.jpeg","",38.93405436,-74.96176076,"Cape May","New Jersey","Passerella iliaca","Fox Sparrow","Aves",9156,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Passerella","Passerella iliaca",2021-03-04,17:49:00,3
"182",70570035,"2021/03/04 12:49 PM EST","3/4/21","17:49:00","melissalaurino","research","https://www.inaturalist.org/observations/70570035","https://inaturalist-open-data.s3.amazonaws.com/photos/114751166/medium.jpeg","",38.93414877,-74.961516,"Cape May","New Jersey","Haliaeetus leucocephalus","Bald Eagle","Aves",5305,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus leucocephalus",2021-03-04,17:49:00,3
"183",70570036,"2021/03/04 12:49 PM EST","3/4/21","17:49:00","melissalaurino","research","https://www.inaturalist.org/observations/70570036","https://inaturalist-open-data.s3.amazonaws.com/photos/114751262/medium.jpeg","",38.9340648,-74.9617346,"Cape May","New Jersey","Zonotrichia albicollis","White-throated Sparrow","Aves",9184,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia albicollis",2021-03-04,17:49:00,3
"184",70570039,"2021/03/04 12:47 PM EST","3/4/21","17:47:00","melissalaurino","research","https://www.inaturalist.org/observations/70570039","https://inaturalist-open-data.s3.amazonaws.com/photos/114751388/medium.jpeg","",38.93412543,-74.96180836,"Cape May","New Jersey","Agelaius phoeniceus","Red-winged Blackbird","Aves",9744,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus",2021-03-04,17:47:00,3
"185",70570481,"2021/03/04 12:36 PM EST","3/4/21","17:36:00","melissalaurino","research","https://www.inaturalist.org/observations/70570481","https://inaturalist-open-data.s3.amazonaws.com/photos/114752127/medium.png","",38.93316409,-74.96469553,"Cape May","New Jersey","Haemorhous mexicanus","House Finch","Aves",199840,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus",2021-03-04,17:36:00,3
"186",70570573,"2021/03/04 12:11 PM EST","3/4/21","17:11:00","melissalaurino","research","https://www.inaturalist.org/observations/70570573","https://inaturalist-open-data.s3.amazonaws.com/photos/114752347/medium.png","",38.93861456,-74.96207637,"Cape May","New Jersey","Setophaga coronata","Yellow-rumped Warbler","Aves",145245,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga coronata",2021-03-04,17:11:00,3
"187",70570637,"2021/03/04 11:59 AM EST","3/4/21","16:59:00","melissalaurino","research","https://www.inaturalist.org/observations/70570637","https://inaturalist-open-data.s3.amazonaws.com/photos/114752508/medium.jpeg","",38.92905463,-74.92379295,"Cape May","New Jersey","Columba livia","Rock Pigeon","Aves",3017,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba livia",2021-03-04,16:59:00,3
"188",70570901,"2021/03/04 11:33 AM EST","3/4/21","16:33:00","melissalaurino","research","https://www.inaturalist.org/observations/70570901","https://inaturalist-open-data.s3.amazonaws.com/photos/114752711/medium.png","",38.94936556,-74.93542839,"Cape May","New Jersey","Spatula clypeata","Northern Shoveler","Aves",558438,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Spatula","Spatula clypeata",2021-03-04,16:33:00,3
"189",70570902,"2021/03/04 11:33 AM EST","3/4/21","16:33:00","melissalaurino","research","https://www.inaturalist.org/observations/70570902","https://inaturalist-open-data.s3.amazonaws.com/photos/114752815/medium.png","",38.94942446,-74.93514407,"Cape May","New Jersey","Aythya collaris","Ring-necked Duck","Aves",7044,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya collaris",2021-03-04,16:33:00,3
"190",70570903,"2021/03/04 11:30 AM EST","3/4/21","16:30:00","melissalaurino","research","https://www.inaturalist.org/observations/70570903","https://inaturalist-open-data.s3.amazonaws.com/photos/114753037/medium.jpeg","",38.94952459,-74.93536938,"Cape May","New Jersey","Anas platyrhynchos","Mallard","Aves",6930,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos",2021-03-04,16:30:00,3
"191",70570904,"2021/03/04 11:32 AM EST","3/4/21","16:32:00","melissalaurino","research","https://www.inaturalist.org/observations/70570904","https://inaturalist-open-data.s3.amazonaws.com/photos/114753064/medium.jpeg","",38.94951624,-74.93542302,"Cape May","New Jersey","Branta canadensis","Canada Goose","Aves",7089,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis",2021-03-04,16:32:00,3
"192",70571179,"Thu Mar 04 2021 12:16:26 GMT-0500 (EST)","3/4/21","17:16:26","melissalaurino","research","https://www.inaturalist.org/observations/70571179","https://inaturalist-open-data.s3.amazonaws.com/photos/114753719/medium.jpg","",38.938105,-74.96410333,"Cape May","New Jersey","Myriophyllum aquaticum","Parrot's feather","Plantae",60202,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum aquaticum",2021-03-04,17:16:26,3
"193",70592087,"Tue Mar 02 2021 10:21:26 GMT-0500 (EST)","3/2/21","15:21:26","kayla424","research","https://www.inaturalist.org/observations/70592087","https://inaturalist-open-data.s3.amazonaws.com/photos/114791072/medium.jpg","Someone please suggest, this is a beautiful breasted bird ",40.70724324,-74.07386756,"Hudson","New Jersey","Sturnus vulgaris","European Starling","Aves",14850,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",2021-03-02,15:21:26,3
"194",70611598,"Fri Mar 05 2021 11:00:11 GMT-0500 (EST)","3/5/21","16:00:11","danweiss15","research","https://www.inaturalist.org/observations/70611598","https://inaturalist-open-data.s3.amazonaws.com/photos/114824988/medium.jpg","",39.49068,-74.531325,"Atlantic","New Jersey","Sciurus carolinensis","Eastern Gray Squirrel","Mammalia",46017,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus carolinensis",2021-03-05,16:00:11,3
"195",70614743,"Fri Mar 05 2021 12:00:26 GMT-0500 (EST)","3/5/21","17:00:26","caitcorn","research","https://www.inaturalist.org/observations/70614743","https://inaturalist-open-data.s3.amazonaws.com/photos/114830988/medium.jpg","",39.48173833,-74.68046667,"Atlantic","New Jersey","Cyanocitta cristata","Blue Jay","Aves",8229,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocitta","Cyanocitta cristata",2021-03-05,17:00:26,3
"196",70618091,"Fri Feb 26 2021 09:27:43 GMT-0500 (EST)","2/26/21","14:27:43","caitcorn","research","https://www.inaturalist.org/observations/70618091","https://inaturalist-open-data.s3.amazonaws.com/photos/115433669/medium.jpg","",39.48182167,-74.68066333,"Atlantic","New Jersey","Meleagris gallopavo","Wild Turkey","Aves",906,"Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Meleagris gallopavo",2021-02-26,14:27:43,2
"197",70628189,"Fri Mar 05 2021 16:37:39 GMT-0500 (EST)","3/5/21","21:37:39","tcapp2512","research","https://www.inaturalist.org/observations/70628189","https://inaturalist-open-data.s3.amazonaws.com/photos/114854473/medium.jpg","Tall 
Dry 
A plant ",39.49597679,-74.53597921,"Atlantic","New Jersey","Phragmites australis","common reed","Plantae",64237,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phragmites","Phragmites australis",2021-03-05,21:37:39,3
"198",70628565,"Fri Mar 05 2021 16:44:37 GMT-0500 (EST)","3/5/21","21:44:37","tcapp2512","research","https://www.inaturalist.org/observations/70628565","https://inaturalist-open-data.s3.amazonaws.com/photos/114855548/medium.jpg","",39.49466795,-74.53458971,"Atlantic","New Jersey","Flavoparmelia caperata","common greenshield lichen","Fungi",117943,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Flavoparmelia","Flavoparmelia caperata",2021-03-05,21:44:37,3
"199",70629010,"Fri Mar 05 2021 16:53:31 GMT-0500 (EST)","3/5/21","21:53:31","tcapp2512","research","https://www.inaturalist.org/observations/70629010","https://inaturalist-open-data.s3.amazonaws.com/photos/114855926/medium.jpg","",39.49437555,-74.52950485,"Atlantic","New Jersey","Branta canadensis","Canada Goose","Aves",7089,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis",2021-03-05,21:53:31,3
"200",70629458,"Fri Mar 05 2021 17:01:23 GMT-0500 (EST)","3/5/21","22:01:23","tcapp2512","research","https://www.inaturalist.org/observations/70629458","https://inaturalist-open-data.s3.amazonaws.com/photos/114856598/medium.jpg","",39.49785801,-74.53136102,"Atlantic","New Jersey","Sciurus carolinensis","Eastern Gray Squirrel","Mammalia",46017,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus carolinensis",2021-03-05,22:01:23,3
"201",70630178,"Fri Mar 05 2021 17:16:31 GMT-0500 (EST)","3/5/21","03:16:31","brysond1","research","https://www.inaturalist.org/observations/70630178","https://inaturalist-open-data.s3.amazonaws.com/photos/114857899/medium.jpg","",39.49788551,-74.90618536,"Atlantic","New Jersey","Punctelia rudecta","rough speckled shield lichen","Fungi",151767,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Punctelia","Punctelia rudecta",2021-03-05,03:16:31,3
"202",70695579,"Sat Mar 06 2021 16:19:37 GMT-0500 (EST)","3/6/21","21:19:37","lucas_smith","research","https://www.inaturalist.org/observations/70695579","https://inaturalist-open-data.s3.amazonaws.com/photos/114974838/medium.jpg","",39.46741435,-74.45150514,"Atlantic","New Jersey","Cygnus olor","Mute Swan","Aves",6921,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Cygnus olor",2021-03-06,21:19:37,3
"203",70697130,"Thu Mar 04 2021 17:11:30 GMT-0500 (EST)","3/4/21","22:11:30","savannahb21","research","https://www.inaturalist.org/observations/70697130","https://inaturalist-open-data.s3.amazonaws.com/photos/114977644/medium.jpg","Geese swimming around beck’s pond ",39.62527576,-75.70342093,"New Castle","Delaware","Branta canadensis","Canada Goose","Aves",7089,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis",2021-03-04,22:11:30,3
"204",70746394,"2021-03-07 11:23:23 AM EST","3/7/21","16:23:23","james_tartaglio","research","https://www.inaturalist.org/observations/70746394","https://static.inaturalist.org/photos/115065524/medium.jpeg","Grew up in my garden randomly. Not native to the Americas. An introduced species.",39.36537986,-74.63898534,"Atlantic","New Jersey","Verbascum thapsus","great mullein","Plantae",59029,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Verbascum","Verbascum thapsus",2021-03-07,16:23:23,3
"205",70750211,"Sun Mar 07 2021 12:02:45 GMT-0500 (EST)","3/7/21","22:02:45","danweiss15","research","https://www.inaturalist.org/observations/70750211","https://inaturalist-open-data.s3.amazonaws.com/photos/115072420/medium.jpg","",39.53723833,-74.263275,"Ocean","New Jersey","Lunarca ovalis","Blood Ark","Mollusca",196326,"Animalia","Mollusca","Bivalvia","Arcida","Arcidae","Lunarca","Lunarca ovalis",2021-03-07,22:02:45,3
"206",70750483,"Sun Mar 07 2021 11:42:14 GMT-0500 (EST)","3/7/21","16:42:14","danweiss15","research","https://www.inaturalist.org/observations/70750483","https://inaturalist-open-data.s3.amazonaws.com/photos/115072443/medium.jpg","",39.53581167,-74.26491667,"Ocean","New Jersey","Mercenaria mercenaria","Northern Quahog","Mollusca",125758,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Mercenaria","Mercenaria mercenaria",2021-03-07,16:42:14,3
"207",70759592,"Sun Mar 07 2021 10:35:56 GMT-0500 (EST)","3/7/21","15:35:56","nashwa_h","research","https://www.inaturalist.org/observations/70759592","https://inaturalist-open-data.s3.amazonaws.com/photos/115089036/medium.jpg","",39.42928667,-74.59043833,"Atlantic","New Jersey","Mimus polyglottos","Northern Mockingbird","Aves",14886,"Animalia","Chordata","Aves","Passeriformes","Mimidae","Mimus","Mimus polyglottos",2021-03-07,15:35:56,3
"208",70771103,"Sun Mar 07 2021 15:41:47 GMT-0500 (EST)","3/7/21","20:41:47","kraftd1","research","https://www.inaturalist.org/observations/70771103","https://inaturalist-open-data.s3.amazonaws.com/photos/115110487/medium.jpg","",39.75509167,-74.11154167,"Ocean","New Jersey","Branta canadensis","Canada Goose","Aves",7089,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis",2021-03-07,20:41:47,3
"209",70771212,"Sun Mar 07 2021 15:52:47 GMT-0500 (EST)","3/7/21","20:52:47","kraftd1","research","https://www.inaturalist.org/observations/70771212","https://inaturalist-open-data.s3.amazonaws.com/photos/115110717/medium.jpg","",39.75772833,-74.11975,"Ocean","New Jersey","Juniperus virginiana","eastern redcedar","Plantae",49399,"Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","Juniperus virginiana",2021-03-07,20:52:47,3
"210",70771470,"Sun Mar 07 2021 16:02:13 GMT-0500 (EST)","3/7/21","21:02:13","kraftd1","research","https://www.inaturalist.org/observations/70771470","https://inaturalist-open-data.s3.amazonaws.com/photos/115111057/medium.jpg","",39.76008333,-74.118675,"Ocean","New Jersey","Mercenaria mercenaria","Northern Quahog","Mollusca",125758,"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Mercenaria","Mercenaria mercenaria",2021-03-07,21:02:13,3
"211",70771537,"Sun Mar 07 2021 15:55:30 GMT-0500 (EST)","3/7/21","20:55:30","kraftd1","research","https://www.inaturalist.org/observations/70771537","https://inaturalist-open-data.s3.amazonaws.com/photos/115111216/medium.jpg","",39.7583,-74.11946117,"Ocean","New Jersey","Passer domesticus","House Sparrow","Aves",13858,"Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer domesticus",2021-03-07,20:55:30,3
"212",70771911,"Sun Mar 07 2021 16:16:15 GMT-0500 (EST)","3/7/21","21:16:15","kraftd1","research","https://www.inaturalist.org/observations/70771911","https://inaturalist-open-data.s3.amazonaws.com/photos/115111948/medium.jpg","",39.759655,-74.1190945,"Ocean","New Jersey","Ulva lactuca","Broadleaf Sea Lettuce","Plantae",67423,"Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva lactuca",2021-03-07,21:16:15,3
